xy_p xy_n yz_p yz_n zx_p zx_n
675 337 248 323 282 183 
116 980 212 242 393 105 
610 377 61 460 540 0 
632 407 202 327 324 156 
0 1146 99 346 326 131 
642 309 0 575 522 0 
664 377 186 322 328 171 
264 808 63 428 112 373 
662 366 4 463 387 166 
665 371 214 288 313 197 
462 560 38 446 0 542 
738 237 35 437 365 236 
594 459 183 334 345 133 
608 337 414 122 0 567 
969 66 140 374 301 198 
615 385 217 313 301 217 
672 239 578 0 0 559 
1025 0 169 356 337 161 
609 374 215 337 322 191 
550 453 528 0 264 253 
791 184 300 298 402 73 
559 436 173 365 349 166 
582 429 0 521 63 453 
455 514 324 143 335 277 
565 431 201 229 223 399 
618 432 223 237 229 309 
520 537 348 125 432 86 
455 555 307 244 345 142 
477 534 317 266 336 118 
465 588 387 111 454 43 
0 941 0 560 547 0 
291 630 0 655 472 0 
905 0 0 605 538 0 
448 572 0 516 40 472 
513 511 0 525 87 412 
570 458 0 535 65 420 
503 513 17 504 0 511 
550 461 0 519 52 466 
578 431 0 517 68 454 
545 474 35 458 0 536 
622 412 35 459 52 468 
582 435 0 504 72 455 
993 18 407 0 241 389 
987 163 407 117 107 267 
967 0 0 570 511 0 
591 394 272 144 283 364 
652 393 283 166 286 268 
479 562 374 112 459 62 
526 511 164 359 292 196 
465 553 275 233 176 346 
143 827 404 75 220 379 
749 306 129 423 429 12 
612 400 222 321 248 245 
0 897 307 222 263 359 
666 452 0 490 440 0 
569 481 188 326 255 229 
16 907 313 259 166 387 
705 434 1 510 394 4 
562 482 206 298 266 234 
168 792 334 246 29 479 
811 273 7 524 286 147 
589 420 219 318 234 268 
268 754 349 167 29 481 
842 163 26 459 329 229 
551 494 188 327 279 209 
360 770 386 18 48 466 
852 42 158 413 371 212 
605 419 243 270 270 241 
321 763 416 25 74 449 
906 66 179 385 370 142 
582 426 220 318 246 256 
250 802 394 24 170 408 
837 187 217 384 402 21 
555 486 190 324 273 220 
529 504 216 297 345 157 
493 547 298 220 146 344 
294 689 323 231 229 282 
570 441 188 401 448 0 
657 405 241 271 279 195 
146 788 305 215 241 353 
583 421 0 521 523 0 
611 481 182 307 302 165 
198 742 305 247 215 341 
575 443 0 513 428 89 
596 479 165 314 306 188 
345 636 289 211 232 335 
699 297 0 424 371 257 
632 389 201 302 275 249 
457 608 329 155 143 356 
846 192 125 322 238 325 
545 438 186 341 319 219 
454 660 422 81 64 367 
1051 0 207 275 298 217 
615 349 243 294 287 260 
462 644 378 81 117 366 
945 84 267 248 331 173 
619 354 248 284 310 233 
443 623 337 170 175 300 
793 257 297 311 390 0 
573 449 228 302 322 174 
506 509 336 245 246 206 
194 804 525 0 167 358 
516 490 599 0 443 0 
565 457 167 264 256 339 
410 591 310 230 189 318 
320 714 365 186 463 0 
621 568 174 311 317 57 
425 583 326 216 179 319 
0 1057 0 484 507 0 
700 519 12 394 410 13 
431 609 293 215 209 291 
319 717 0 470 183 359 
598 587 76 308 306 173 
452 572 319 167 210 328 
521 465 0 464 0 598 
548 470 350 250 268 162 
428 583 357 171 212 297 
681 323 183 294 0 567 
653 241 308 287 269 290 
430 551 334 196 214 323 
998 0 522 0 0 528 
795 52 269 329 333 270 
425 553 333 206 208 323 
691 323 548 0 297 189 
631 264 282 269 287 315 
407 564 331 223 188 335 
768 312 207 274 265 222 
0 1035 511 0 0 502 
102 917 303 213 312 201 
246 771 148 356 527 0 
476 624 73 410 397 68 
0 1011 254 267 276 240 
58 953 0 509 528 0 
539 564 12 466 463 4 
103 922 200 303 210 310 
225 790 0 523 367 143 
505 583 54 437 416 53 
173 864 326 151 0 534 
680 351 0 531 133 353 
488 461 165 354 371 209 
525 504 406 102 0 511 
888 146 308 206 38 462 
811 157 310 229 256 285 
541 497 509 0 0 501 
1061 0 432 62 60 433 
932 31 277 273 262 273 
513 510 510 0 103 412 
902 146 468 31 187 314 
856 117 291 245 258 281 
151 858 529 0 173 337 
698 348 334 184 484 0 
660 397 259 263 270 199 
475 506 167 449 231 220 
428 640 261 234 213 272 
305 779 359 46 194 365 
561 465 204 325 288 205 
454 535 188 384 262 225 
306 788 312 115 225 302 
498 438 203 445 269 195 
465 541 173 383 249 237 
298 829 295 134 156 336 
497 380 183 513 252 223 
472 543 197 405 213 218 
266 845 281 180 136 340 
466 555 150 458 221 198 
479 522 196 405 224 222 
276 884 264 170 92 362 
525 382 140 529 242 230 
474 506 189 430 227 222 
343 767 304 155 120 359 
581 335 207 429 257 239 
485 476 228 406 237 216 
361 707 358 90 187 345 
578 343 219 410 275 223 
453 479 228 429 230 229 
380 735 337 74 188 334 
555 326 236 421 282 228 
477 502 180 432 247 210 
488 528 205 339 344 144 
383 677 280 252 255 201 
191 876 365 112 283 221 
553 409 111 394 581 0 
521 459 254 313 364 137 
134 951 363 189 171 240 
519 437 0 549 543 0 
482 523 187 375 341 140 
62 975 339 223 164 285 
486 443 0 602 517 0 
487 516 179 357 366 143 
165 919 360 219 56 329 
527 390 0 672 430 29 
519 475 169 382 326 177 
309 856 359 180 43 301 
764 117 94 487 301 285 
506 471 174 378 337 182 
374 863 403 73 27 308 
858 0 199 373 326 292 
526 431 219 362 334 176 
302 885 431 29 118 283 
866 0 217 377 417 171 
523 453 238 348 357 129 
273 914 420 52 191 198 
814 126 214 329 510 55 
499 493 240 331 368 117 
350 566 349 213 202 368 
119 931 486 0 123 389 
120 920 449 56 182 321 
594 603 137 356 358 0 
406 709 287 191 190 265 
0 1047 433 78 74 416 
596 305 0 583 564 0 
411 758 238 210 201 230 
125 968 246 187 67 455 
578 525 0 415 386 144 
415 732 253 193 207 248 
137 891 361 143 0 516 
610 509 200 285 314 130 
394 663 310 183 197 301 
236 784 394 120 0 514 
721 171 305 314 302 235 
352 577 349 201 204 365 
195 636 610 0 0 607 
1079 0 128 343 365 133 
401 505 356 206 214 366 
240 781 513 0 118 396 
815 133 265 305 364 166 
380 537 357 206 202 366 
139 884 515 0 136 374 
552 395 143 328 290 340 
387 636 314 192 195 324 
741 156 145 435 311 260 
150 884 513 0 156 345 
164 874 512 0 179 319 
784 195 189 333 533 14 
771 164 250 294 410 159 
137 899 410 111 228 263 
516 408 152 416 556 0 
942 0 140 384 412 170 
0 1042 354 150 146 356 
515 357 0 581 595 0 
957 0 144 398 398 151 
132 912 271 229 94 410 
592 377 0 531 394 154 
814 128 130 417 308 251 
168 864 333 170 0 513 
762 180 54 500 373 179 
689 123 154 471 332 279 
334 682 382 142 0 508 
719 148 120 459 320 282 
780 50 174 437 415 192 
295 614 578 0 0 561 
936 0 196 324 394 198 
779 53 171 453 412 180 
317 705 515 0 138 373 
727 159 259 343 435 125 
746 126 254 355 404 163 
571 443 181 336 304 213 
442 566 326 183 217 314 
143 854 514 0 181 356 
669 363 230 290 350 146 
588 406 227 303 299 225 
48 1012 426 86 140 336 
629 423 182 339 362 113 
600 410 243 280 286 229 
0 1070 425 95 87 371 
658 477 107 342 347 117 
622 406 232 273 277 238 
60 963 329 174 82 440 
637 430 114 352 325 190 
620 385 229 290 277 247 
182 867 341 148 0 510 
620 389 136 365 314 224 
589 458 196 307 297 201 
269 712 457 50 0 560 
700 288 186 335 302 237 
562 475 206 295 305 205 
192 786 529 0 0 541 
689 225 243 327 332 232 
550 471 202 312 309 204 
251 783 525 0 62 427 
672 296 243 303 343 191 
572 471 189 306 316 194 
491 523 141 371 356 166 
647 431 345 144 150 331 
131 707 370 241 267 332 
701 511 88 341 383 24 
666 319 358 181 185 339 
0 931 373 176 198 370 
715 392 0 466 475 0 
654 465 284 195 188 262 
35 829 362 225 199 398 
737 415 0 447 408 41 
692 370 285 208 189 304 
563 491 290 222 110 372 
669 348 247 278 203 303 
485 392 257 344 304 266 
461 725 369 86 20 387 
770 104 207 371 337 259 
508 517 137 381 368 137 
369 736 466 0 0 477 
951 0 182 372 348 195 
590 435 215 288 289 231 
383 754 449 0 37 425 
880 41 207 341 401 178 
580 438 223 300 304 203 
364 718 282 192 301 191 
497 493 243 310 374 131 
360 515 216 360 391 206 
513 263 397 274 315 286 
0 1042 505 0 0 501 
195 902 517 0 209 225 
534 335 288 340 551 0 
674 244 268 240 340 282 
18 861 361 198 298 312 
333 856 159 328 372 0 
764 122 222 364 312 264 
157 769 282 243 145 452 
369 754 0 382 358 185 
694 242 212 349 263 288 
196 823 329 187 0 513 
553 305 0 558 344 288 
634 264 315 328 239 268 
199 831 306 194 0 518 
629 255 61 493 268 342 
587 300 329 321 245 266 
305 688 443 0 0 612 
712 184 114 437 248 353 
621 204 356 264 322 281 
303 726 512 0 154 353 
766 277 407 106 363 129 
594 279 324 254 311 286 
186 840 531 0 196 295 
565 282 301 309 591 0 
584 293 263 252 328 328 
482 448 350 162 251 355 
232 798 494 0 229 295 
509 518 492 0 529 0 
553 510 230 242 370 143 
433 604 352 158 260 241 
371 713 372 137 455 0 
496 635 240 230 381 66 
428 604 332 171 280 233 
120 1040 0 391 291 206 
475 719 77 255 389 133 
446 589 332 172 288 221 
300 832 139 226 286 265 
414 718 158 194 306 258 
436 593 348 158 273 240 
467 448 429 169 157 378 
483 451 347 172 246 349 
440 579 357 158 266 248 
654 246 345 160 0 643 
624 238 372 198 272 344 
424 571 372 150 276 255 
582 376 532 0 353 205 
603 288 390 185 315 267 
458 549 371 152 278 240 
524 489 525 0 510 0 
600 378 252 198 342 278 
428 576 366 165 277 236 
297 719 400 134 139 359 
4 1001 521 0 0 522 
87 914 578 0 79 390 
479 512 529 217 311 0 
350 745 314 135 154 350 
68 985 527 29 90 349 
228 748 405 298 369 0 
317 871 278 174 186 222 
0 1092 450 37 38 431 
54 820 0 589 585 0 
360 896 197 211 206 178 
67 980 342 93 30 536 
243 726 0 373 295 411 
354 806 232 195 169 292 
85 905 386 85 2 585 
522 515 0 280 188 543 
348 720 349 144 132 355 
132 801 448 61 0 606 
669 375 182 218 47 557 
416 505 413 148 130 436 
69 855 556 0 0 568 
1067 0 360 131 114 376 
434 454 450 133 137 440 
119 857 591 0 66 415 
686 381 561 54 204 162 
411 545 405 128 145 414 
444 568 354 171 168 343 
0 1020 513 0 0 515 
137 888 513 0 129 381 
467 491 257 208 625 0 
337 725 254 236 245 251 
0 1016 371 150 159 352 
262 738 115 368 565 0 
360 768 188 284 269 179 
0 1016 366 160 144 362 
155 810 0 548 535 0 
365 762 190 275 273 183 
115 911 331 233 11 447 
368 631 0 494 352 203 
342 730 242 238 244 252 
129 894 375 137 0 513 
829 257 0 336 131 495 
483 504 382 172 166 341 
309 723 506 0 0 510 
1034 3 310 93 74 534 
553 367 383 176 183 386 
304 728 518 0 0 498 
1082 0 407 83 75 401 
548 373 385 181 184 377 
239 783 553 0 115 358 
845 201 434 87 277 204 
481 493 347 163 179 385 
926 136 0 484 361 141 
138 854 517 8 140 391 
151 895 537 13 157 295 
897 160 154 355 482 0 
1048 1 0 496 503 0 
24 992 382 121 240 289 
794 257 0 488 509 0 
1030 8 0 498 512 0 
112 898 271 224 115 428 
734 348 0 522 421 23 
1046 8 0 498 496 0 
149 873 305 159 0 562 
901 156 0 484 358 149 
1056 1 0 500 491 0 
241 723 363 144 0 577 
911 153 0 478 357 149 
1060 0 0 503 485 0 
346 601 473 14 0 614 
1036 0 129 388 369 126 
1063 0 0 490 495 0 
325 660 528 0 119 416 
1004 32 212 319 372 109 
1056 0 0 489 503 0 
154 814 537 0 162 381 
902 151 149 351 495 0 
1052 0 0 508 488 0 
620 430 216 279 313 190 
482 539 337 167 197 326 
244 620 403 185 233 363 
126 894 133 359 536 0 
738 406 190 262 313 139 
82 706 404 223 218 415 
0 1044 0 491 513 0 
808 452 70 333 360 25 
126 681 401 240 193 407 
109 921 0 493 412 113 
839 413 72 312 330 82 
534 559 352 144 70 389 
434 594 0 583 0 437 
744 218 244 260 280 302 
515 548 351 159 92 383 
933 103 372 100 0 540 
688 276 258 260 270 296 
254 713 470 32 98 481 
1004 0 515 0 0 529 
857 195 162 318 346 170 
397 605 404 101 150 391 
887 134 527 0 126 374 
769 281 231 266 296 205 
252 759 360 175 284 218 
493 529 513 0 513 0 
653 374 260 265 335 161 
669 129 245 319 278 408 
93 899 514 12 99 431 
100 845 474 85 172 372 
777 181 166 407 496 21 
671 71 384 295 334 293 
0 996 406 118 125 403 
711 239 46 499 521 32 
647 79 348 330 352 292 
78 905 347 177 107 434 
714 284 28 482 424 116 
615 119 288 371 329 326 
100 884 402 148 6 508 
815 119 24 504 419 167 
677 82 293 338 274 384 
245 767 443 82 0 511 
796 105 32 484 389 242 
638 56 335 310 279 430 
204 787 526 0 0 531 
866 0 189 377 372 244 
629 86 363 281 271 418 
253 747 510 0 76 462 
800 70 286 358 393 141 
614 116 389 280 309 340 
118 870 533 0 103 424 
786 113 218 411 488 32 
639 58 432 273 325 321 
423 578 327 196 196 328 
0 936 559 0 0 553 
179 778 543 0 158 390 
584 498 407 135 237 187 
502 534 324 172 190 326 
113 846 379 146 235 329 
293 750 303 280 422 0 
655 508 264 211 188 222 
0 922 371 185 197 373 
0 1017 0 508 523 0 
717 450 201 250 232 198 
140 822 303 214 144 425 
393 663 0 380 226 386 
609 512 253 215 188 271 
182 772 395 157 0 542 
572 458 240 249 124 405 
525 509 329 186 167 332 
368 607 456 95 0 522 
757 226 266 220 0 579 
642 300 350 181 197 378 
307 669 532 0 0 540 
999 0 519 0 0 530 
731 196 336 228 215 342 
363 610 531 0 114 430 
739 282 590 0 242 195 
619 352 348 183 201 345 
697 310 223 370 332 116 
312 709 324 110 250 343 
137 915 420 0 147 429 
849 147 147 454 451 0 
681 353 211 351 364 88 
106 921 356 90 225 350 
701 294 108 461 484 0 
697 360 175 373 382 61 
15 1036 299 206 115 377 
667 330 0 567 440 44 
741 325 178 369 395 40 
140 914 309 139 0 546 
844 158 0 582 318 146 
718 326 158 364 353 129 
142 867 351 139 0 549 
884 158 0 559 290 157 
723 294 217 376 320 118 
328 665 448 34 0 573 
924 112 84 440 260 228 
780 214 270 363 370 51 
340 684 522 0 14 488 
1027 29 221 361 308 102 
765 228 195 409 322 129 
144 847 460 0 139 458 
921 142 144 426 415 0 
703 302 226 352 356 109 
322 557 404 178 168 419 
29 933 571 0 146 369 
94 810 617 74 453 0 
355 700 291 235 238 229 
257 675 386 171 174 385 
31 1269 203 267 278 0 
411 1008 40 300 242 47 
277 634 436 142 136 423 
28 1303 0 266 257 194 
402 1031 25 280 287 23 
289 659 410 130 139 421 
89 795 0 451 104 609 
365 688 244 226 229 296 
260 666 397 171 168 386 
96 691 95 477 0 689 
345 505 436 192 176 394 
253 602 384 208 209 392 
413 202 478 246 125 584 
394 103 577 165 280 529 
266 532 443 180 185 442 
411 190 606 121 232 488 
384 97 558 266 178 565 
305 517 440 182 175 429 
108 630 688 0 456 166 
353 466 393 197 205 434 
274 588 385 207 213 381 
614 427 307 190 178 332 
281 787 295 173 218 294 
108 792 340 231 327 250 
367 672 213 319 321 156 
404 632 214 294 296 208 
0 1058 238 268 253 231 
531 613 0 441 463 0 
358 683 186 312 310 199 
0 1064 215 270 257 242 
527 606 0 456 459 0 
365 680 198 309 308 188 
77 821 255 338 232 325 
382 687 140 328 309 202 
414 610 218 296 278 232 
555 590 344 94 12 453 
627 364 303 196 185 373 
590 419 310 194 204 331 
518 482 507 0 0 541 
911 0 306 258 262 311 
627 380 340 183 180 338 
521 471 555 0 0 501 
926 0 320 257 257 288 
623 380 338 184 181 342 
546 594 474 0 75 359 
629 338 376 185 204 316 
571 455 322 220 201 279 
705 290 239 332 445 37 
0 1045 506 0 0 497 
43 961 377 141 201 325 
613 436 64 410 525 0 
607 387 288 318 422 26 
0 987 358 172 173 358 
747 383 0 541 377 0 
658 365 237 346 421 21 
0 986 361 158 171 372 
727 373 0 550 356 42 
665 346 180 390 425 42 
66 981 326 90 0 585 
775 274 0 623 314 62 
865 173 179 369 387 75 
323 707 458 39 0 521 
905 55 158 457 247 226 
799 204 237 301 366 141 
333 721 497 0 0 497 
965 0 183 384 332 184 
794 219 259 279 391 106 
328 719 510 0 0 491 
907 39 225 336 386 155 
739 262 293 253 385 116 
214 822 561 0 49 402 
896 88 189 288 587 0 
657 330 344 272 412 33 
380 569 328 242 244 285 
170 855 500 0 173 350 
185 857 499 0 173 334 
609 475 159 321 320 164 
438 592 290 223 152 353 
137 888 412 93 236 282 
588 580 141 341 386 12 
432 605 284 227 226 274 
137 901 276 234 85 415 
578 581 13 388 342 146 
449 592 275 232 227 273 
176 872 324 178 0 498 
609 459 173 310 335 162 
436 603 361 146 222 280 
178 819 355 179 0 517 
603 351 306 311 314 163 
417 572 357 181 246 275 
329 695 381 136 0 507 
689 213 165 362 324 295 
414 545 323 215 227 324 
319 691 516 0 137 385 
691 223 295 315 356 168 
414 529 330 208 223 344 
178 822 521 0 176 351 
598 365 158 308 307 312 
407 576 272 248 181 364 
491 427 228 313 281 308 
68 964 514 0 61 441 
458 562 546 0 482 0 
514 411 300 270 304 249 
409 491 330 233 243 342 
210 873 246 264 455 0 
492 457 240 315 326 218 
404 518 335 235 235 321 
0 1097 0 472 479 0 
512 428 229 329 322 228 
419 472 339 251 240 327 
217 878 0 451 250 252 
506 458 203 320 282 279 
403 492 329 241 242 341 
458 562 0 475 0 553 
479 440 216 325 289 299 
425 479 337 233 236 338 
707 231 325 204 0 581 
531 366 263 287 270 331 
430 472 328 244 254 320 
908 0 569 0 0 571 
522 352 308 287 276 303 
421 466 326 252 246 337 
689 253 567 0 226 313 
524 384 325 263 290 262 
437 474 315 257 239 326 
579 430 172 297 357 213 
449 582 291 168 215 343 
158 814 385 108 244 339 
642 426 169 277 388 146 
589 400 203 273 321 262 
3 957 298 221 226 343 
641 438 93 338 414 124 
617 394 208 254 303 272 
38 943 272 224 241 330 
646 454 107 335 387 119 
600 402 212 257 309 268 
283 750 281 192 68 474 
711 321 145 342 284 245 
599 400 193 257 326 273 
336 709 340 118 28 517 
664 302 145 311 344 282 
568 453 173 277 333 244 
464 612 436 2 3 531 
729 224 201 287 353 254 
564 455 196 268 328 237 
449 619 466 16 27 471 
715 223 227 281 358 244 
586 445 198 280 318 221 
215 750 447 92 185 359 
613 380 204 289 403 159 
584 456 163 288 322 235 
671 245 170 366 350 246 
125 895 517 0 132 379 
503 522 516 0 507 0 
640 343 130 369 373 193 
571 394 230 312 314 227 
90 826 344 162 264 362 
567 329 106 431 431 184 
558 398 221 328 326 217 
0 1079 161 334 230 244 
539 351 161 424 436 137 
548 399 224 326 339 212 
197 940 0 433 279 199 
632 359 186 373 363 135 
584 344 241 320 316 243 
507 516 0 503 0 522 
697 225 199 382 355 190 
568 383 232 303 313 249 
994 0 391 0 0 663 
777 177 260 313 334 187 
595 352 246 300 307 248 
1003 0 527 0 0 518 
748 207 217 335 304 237 
602 350 257 305 303 231 
764 258 522 0 242 262 
679 238 269 325 380 157 
571 373 248 309 318 229 
126 577 384 297 279 385 
4 1024 501 20 19 480 
0 870 632 0 45 501 
159 646 556 310 250 127 
88 537 499 229 219 476 
0 1031 453 63 38 463 
154 928 25 529 412 0 
98 617 386 276 249 422 
0 1004 381 82 27 554 
158 814 0 405 216 455 
110 511 447 287 250 443 
17 860 489 79 0 603 
196 559 172 456 0 665 
133 396 491 312 209 507 
0 1017 391 73 0 567 
163 557 248 355 52 673 
115 645 339 291 229 429 
20 827 608 0 0 593 
235 254 746 116 60 637 
117 436 518 284 270 423 
9 867 653 0 45 474 
153 439 734 293 89 340 
22 516 516 137 257 600 
0 1038 544 19 54 393 
148 556 606 318 184 236 
88 625 428 229 226 452 
420 603 271 234 223 297 
113 891 532 0 117 395 
135 878 527 0 142 366 
704 400 134 317 301 192 
472 589 295 198 202 292 
112 909 437 68 184 338 
632 445 138 401 432 0 
482 626 241 246 177 276 
0 1068 405 100 93 382 
666 302 0 545 535 0 
525 622 240 205 210 246 
119 937 283 200 74 435 
644 496 0 400 394 114 
491 592 243 238 212 272 
142 893 351 135 0 527 
624 321 257 346 358 142 
422 584 284 237 228 293 
252 776 385 111 0 524 
840 141 152 368 282 265 
507 459 324 209 249 300 
193 787 538 0 0 530 
1094 0 141 336 339 138 
457 487 296 269 257 282 
274 718 531 0 119 406 
783 121 247 309 357 231 
453 525 299 242 249 280 
412 568 158 374 355 181 
353 696 222 263 296 218 
88 977 293 170 316 204 
403 533 0 473 639 0 
419 579 193 367 379 111 
2 1071 251 228 229 267 
270 656 0 559 563 0 
435 576 141 387 378 131 
96 975 202 299 186 290 
403 557 0 610 478 0 
439 577 117 364 365 186 
188 946 250 299 20 345 
643 228 0 662 321 194 
435 545 140 389 351 188 
288 925 284 193 13 345 
659 276 61 501 261 290 
453 478 170 386 357 204 
371 882 318 107 54 316 
678 209 208 344 306 303 
439 529 179 355 345 201 
308 922 348 5 175 290 
665 244 290 282 498 69 
458 489 205 363 364 169 
183 984 338 16 263 264 
614 244 207 341 642 0 
438 539 181 352 389 149 
610 403 421 490 89 35 
416 610 491 413 30 88 
47 886 518 487 110 0 
445 582 400 467 98 56 
567 428 525 411 77 40 
194 837 215 638 81 83 
474 533 411 489 127 14 
533 470 449 481 76 39 
283 722 245 563 71 164 
537 516 312 574 108 1 
578 439 405 503 80 43 
402 604 326 522 65 129 
641 441 149 708 73 36 
633 371 494 431 73 46 
587 456 499 338 36 132 
769 203 390 571 48 67 
549 491 394 505 87 22 
669 383 532 277 0 187 
672 323 483 408 112 50 
591 448 400 484 83 42 
727 339 702 142 0 138 
591 448 496 353 118 42 
536 503 447 458 73 31 
531 559 832 0 56 70 
543 475 524 351 100 55 
442 602 388 509 90 17 
434 543 271 273 259 268 
210 806 376 164 113 379 
89 955 364 110 267 263 
443 681 190 253 280 201 
385 693 238 253 240 239 
0 1138 308 166 141 295 
523 624 98 360 348 95 
445 577 255 261 253 257 
33 1056 291 181 133 354 
474 663 140 337 295 139 
382 674 222 264 258 248 
283 699 282 244 179 361 
377 672 257 253 214 275 
404 614 292 217 242 279 
322 733 393 126 0 474 
464 452 313 279 256 284 
384 614 272 239 249 290 
311 731 514 0 0 492 
579 244 279 325 321 300 
412 588 259 261 269 259 
324 746 481 0 45 452 
501 333 303 279 306 326 
389 581 298 249 247 284 
358 744 329 93 255 269 
385 575 312 224 251 301 
387 628 266 257 231 279 
743 347 205 342 239 172 
348 717 364 160 154 305 
233 780 387 172 173 303 
601 414 149 475 409 0 
652 389 228 357 280 142 
70 998 368 165 163 284 
491 443 89 539 486 0 
587 484 173 394 300 110 
16 1016 359 193 152 312 
498 441 0 642 467 0 
586 501 160 395 290 116 
238 772 347 176 154 361 
618 434 0 502 362 132 
638 444 173 386 265 142 
337 702 400 131 64 414 
932 184 84 405 171 272 
718 349 214 335 235 197 
329 732 486 34 0 467 
1062 78 203 303 166 236 
741 303 250 333 222 199 
343 746 525 0 0 434 
1159 0 270 258 199 162 
733 291 272 325 240 187 
331 726 414 87 129 361 
948 143 254 275 297 131 
706 372 204 341 265 160 
684 355 288 220 223 278 
479 531 297 236 212 293 
249 734 353 96 206 410 
611 432 195 285 275 250 
611 396 237 283 258 263 
196 803 360 227 241 221 
626 507 197 298 320 100 
572 471 232 278 255 240 
0 966 235 283 320 244 
663 557 46 368 368 46 
610 389 251 274 284 240 
205 849 242 211 172 369 
610 487 144 307 288 212 
569 469 244 270 271 225 
322 612 404 233 48 429 
716 365 265 239 228 235 
720 344 282 214 238 250 
462 446 447 177 0 516 
759 246 306 228 195 314 
697 335 300 214 222 280 
395 401 615 0 0 637 
895 82 307 225 234 305 
706 351 265 222 233 271 
492 420 482 0 191 463 
739 286 300 191 222 310 
682 330 301 220 210 305 
584 427 166 328 270 273 
424 589 328 172 273 262 
194 835 457 15 247 300 
760 233 192 303 560 0 
603 430 265 256 331 163 
39 937 404 132 193 343 
732 256 32 447 581 0 
632 432 206 298 298 182 
62 941 314 210 116 405 
715 281 0 581 419 52 
626 417 173 326 266 240 
199 840 301 246 0 462 
774 245 0 548 284 197 
594 444 163 328 262 257 
264 755 313 185 8 523 
862 191 0 488 278 229 
584 424 154 335 279 272 
324 736 414 36 5 533 
1010 34 108 397 326 173 
598 388 194 313 317 238 
327 722 530 6 55 408 
1003 52 186 303 411 93 
592 411 252 299 326 168 
260 767 512 0 203 306 
831 199 249 277 492 0 
589 420 275 262 332 170 
404 417 316 305 401 205 
329 856 434 54 71 304 
205 862 441 92 149 299 
641 282 231 301 578 15 
461 391 272 305 386 233 
103 1046 456 46 72 325 
602 159 51 489 747 0 
448 398 210 337 431 224 
80 1020 412 92 71 373 
577 209 0 600 613 49 
475 362 229 327 426 229 
245 862 415 82 89 355 
612 349 74 471 414 128 
472 405 266 299 367 239 
303 805 410 52 95 383 
719 83 223 412 352 259 
449 389 306 293 374 237 
341 739 412 80 90 386 
928 15 170 313 368 254 
457 389 309 279 358 256 
323 718 433 88 157 329 
904 169 256 225 427 67 
444 400 313 290 358 243 
298 780 454 47 156 313 
675 270 231 211 450 211 
419 428 310 299 377 215 
953 179 78 382 345 111 
252 712 474 82 107 421 
152 723 451 151 226 345 
800 303 126 325 411 83 
1009 86 91 374 411 77 
0 877 435 179 181 376 
828 334 31 399 431 25 
950 155 109 371 373 90 
68 766 363 231 164 456 
818 322 59 424 342 83 
966 140 91 394 351 106 
301 674 360 156 63 494 
919 199 78 403 295 154 
975 171 63 393 357 89 
425 579 420 83 11 530 
905 152 152 340 288 211 
993 165 72 386 365 67 
300 616 540 0 0 592 
1037 39 164 325 312 171 
978 182 81 359 356 92 
389 600 553 0 47 459 
937 95 194 305 346 171 
965 170 97 365 367 84 
291 659 488 72 174 364 
915 202 164 311 399 57 
976 194 75 350 397 56 
461 532 219 232 253 351 
280 747 390 101 127 403 
185 810 384 107 240 322 
558 602 164 320 320 84 
450 597 213 273 222 293 
105 933 371 112 137 390 
668 323 75 502 468 12 
452 615 223 273 261 224 
85 947 341 162 123 390 
647 361 56 482 479 23 
438 614 210 298 264 224 
168 835 306 244 86 409 
545 620 89 346 298 150 
486 569 276 223 217 277 
266 771 296 154 27 534 
646 226 221 308 282 365 
453 555 201 219 264 356 
298 719 408 27 54 542 
961 82 140 297 346 222 
539 439 263 219 236 352 
275 746 412 3 88 524 
992 90 152 311 319 184 
528 458 266 227 225 344 
258 783 431 23 181 372 
612 288 292 274 290 292 
447 551 198 252 225 375 
616 391 234 293 295 219 
346 699 319 206 208 270 
134 889 375 6 385 259 
725 376 126 359 420 42 
640 388 240 263 289 228 
0 900 303 251 326 268 
734 390 107 391 379 47 
601 427 203 304 293 220 
34 900 249 375 121 369 
705 367 41 418 382 135 
582 428 230 301 322 185 
250 738 271 326 0 463 
786 336 47 372 343 164 
599 388 219 297 306 239 
417 605 380 118 0 528 
779 166 132 384 344 243 
547 468 184 320 320 209 
490 616 443 0 0 499 
759 156 161 350 397 225 
583 431 227 291 297 219 
433 671 517 0 52 375 
795 195 229 332 374 123 
612 411 203 320 262 240 
264 712 503 0 215 354 
711 211 229 388 401 108 
578 443 220 295 302 210 
529 430 82 376 428 203 
322 797 160 202 158 409 
149 957 172 178 281 311 
445 533 89 449 532 0 
591 357 124 354 443 179 
62 1061 150 282 185 308 
303 553 0 662 530 0 
488 488 98 399 421 154 
89 989 129 360 138 343 
398 530 0 640 421 59 
540 373 80 452 386 217 
243 796 147 315 1 546 
575 303 0 639 238 293 
590 363 73 375 365 282 
249 894 194 220 4 487 
715 211 30 545 239 308 
555 392 51 405 385 260 
348 837 263 72 78 450 
880 0 164 357 302 345 
563 406 85 380 390 224 
342 859 244 48 151 404 
748 247 215 292 419 127 
575 371 83 380 424 215 
334 882 228 41 215 348 
662 293 265 285 479 64 
560 362 105 377 471 173 
490 534 256 255 248 265 
279 697 346 186 203 337 
182 796 376 148 260 286 
699 440 147 338 364 60 
553 457 284 226 239 289 
9 928 364 181 206 360 
760 369 0 464 455 0 
